game_id,date,white,black,white_elo,black_elo,result,opening,eco,move_number,player_to_move,move_san,fen_before,time_remaining,best_move,eval_before,eval_after,centipawn_loss
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,62,black,Kc7,1k2r3/5p2/1RP3p1/7p/8/7P/5PP1/6K1 b - - 0 31,0:01:03,b8c7,-3.0,0.0,-3.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,63,white,Ra6,4r3/2k2p2/1RP3p1/7p/8/7P/5PP1/6K1 w - - 1 32,0:01:19,b6b7,0.0,0.0,0.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,64,black,f5,4r3/2k2p2/R1P3p1/7p/8/7P/5PP1/6K1 b - - 2 32,0:00:57,c7d6,0.0,12.0,-12.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,65,white,Kh2,4r3/2k5/R1P3p1/5p1p/8/7P/5PP1/6K1 w - - 0 33,0:01:18,g2g3,5.0,0.0,5.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,66,black,Re6,4r3/2k5/R1P3p1/5p1p/8/7P/5PPK/8 b - - 1 33,0:00:55,h5h4,2.0,143.0,-141.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,67,white,Kg3,8/2k5/R1P1r1p1/5p1p/8/7P/5PPK/8 w - - 2 34,0:01:17,h2g3,141.0,-146.0,287.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,68,black,Rxc6,8/2k5/R1P1r1p1/5p1p/8/6KP/5PP1/8 b - - 3 34,0:00:54,g6g5,-173.0,584.0,-757.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,69,white,Rxc6+,8/2k5/R1r3p1/5p1p/8/6KP/5PP1/8 w - - 0 35,0:01:15,a6c6,609.0,-647.0,1256.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,70,black,Kxc6,8/2k5/2R3p1/5p1p/8/6KP/5PP1/8 b - - 0 35,0:00:53,c7c6,-651.0,656.0,-1307.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,71,white,Kf4,8/8/2k3p1/5p1p/8/6KP/5PP1/8 w - - 0 36,0:01:14,g3h4,665.0,-670.0,1335.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,72,black,Kd6,8/8/2k3p1/5p1p/5K2/7P/5PP1/8 b - - 1 36,0:00:53,h5h4,-674.0,682.0,-1356.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,73,white,Kg5,8/8/3k2p1/5p1p/5K2/7P/5PP1/8 w - - 2 37,0:01:13,f4g5,684.0,-688.0,1372.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,74,black,Ke5,8/8/3k2p1/5pKp/8/7P/5PP1/8 b - - 3 37,0:00:51,h5h4,-687.0,696.0,-1383.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,75,white,f4+,8/8/6p1/4kpKp/8/7P/5PP1/8 w - - 4 38,0:01:08,g5g6,676.0,-653.0,1329.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,76,black,Ke4,8/8/6p1/4kpKp/5P2/7P/6P1/8 b - - 0 38,0:00:48,e5e6,-660.0,696.0,-1356.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,77,white,g4,8/8/6p1/5pKp/4kP2/7P/6P1/8 w - - 1 39,0:01:07,h3h4,731.0,362.0,369.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,78,black,hxg4,8/8/6p1/5pKp/4kPP1/7P/8/8 b - - 0 39,0:00:46,h5h4,424.0,0.0,424.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,79,white,hxg4,8/8/6p1/5pK1/4kPp1/7P/8/8 w - - 0 40,0:01:07,h3g4,0.0,0.0,0.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,80,black,fxg4,8/8/6p1/5pK1/4kPP1/8/8/8 b - - 0 40,0:00:44,f5g4,0.0,0.0,0.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,81,white,Kxg4,8/8/6p1/6K1/4kPp1/8/8/8 w - - 0 41,0:01:07,g5g4,0.0,0.0,0.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,82,black,Ke3,8/8/6p1/8/4kPK1/8/8/8 b - - 0 41,0:00:38,e4e3,0.0,0.0,0.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,83,white,Kg5,8/8/6p1/8/5PK1/4k3/8/8 w - - 1 42,0:01:07,g4g5,0.0,0.0,0.0
vjvRbZTO,2025.08.13,Bbadd13,Sherafkan_nematov,1479,1474,1/2-1/2,Four Knights Game: Italian Variation,C47,84,black,Ke4,8/8/6p1/6K1/5P2/4k3/8/8 b - - 2 42,0:00:36,e3f3,0.0,0.0,0.0
